Color,Condition,Cylinders,Drive,Fuel,Make,Model,Odometer,Price,Title,Transmission_Automatic,Year
Grey,Excellent,4,4Wd,Gas,Volkswagen,Golf,86000,30500,Clean,1,2016
White,Fair,8,Rwd,Gas,Ford,F350,91484,1500,Clean,1,1990
Yellow,Good,6,4Wd,Gas,Jeep,Wrangler,172904,11500,Clean,1,2000
White,Good,6,Fwd,Gas,Volkswagen,Eurovan,139000,21500,Clean,1,2003
Grey,Like New,4,4Wd,Hybrid,Toyota,Rav4,21000,39500,Clean,1,2021
White,Excellent,8,4Wd,Gas,Chevrolet,Silverado,79000,18900,Clean,1,2011
Blue,Excellent,4,Fwd,Gas,Ford,Fusion,94000,12000,Clean,1,2014
Grey,Excellent,6,4Wd,Gas,Land Rover,Range,28200,56500,Clean,1,2020
Black,Excellent,8,4Wd,Gas,Cadillac,Escalade,79000,33999,Rebuilt,1,2017
White,Good,6,4Wd,Gas,Toyota,Tacoma,51500,34000,Clean,1,2020
White,Excellent,6,Rwd,Gas,Bmw,335I,111825,16900,Clean,1,2015
Black,Good,8,4Wd,Gas,Dodge,Ram,262000,6000,Clean,1,2003
Blue,Good,4,4Wd,Gas,Audi,A3,158302,6000,Clean,1,2008
Red,Good,6,4Wd,Gas,Toyota,Highlander,248000,5400,Clean,1,2007
Orange,Like New,4,4Wd,Gas,Bmw,X1,42482,22250,Clean,1,2018
Grey,Good,4,Fwd,Gas,Honda,Accord,300000,1800,Clean,1,1997
Green,Like New,8,4Wd,Diesel,Ford,F350,165589,36000,Clean,1,2000
Red,Good,6,4Wd,Gas,Jeep,Wrangler,127525,14000,Clean,0,2003
Silver,Good,8,4Wd,Gas,Toyota,Sequoia,85000,37500,Clean,1,2016
Grey,Good,4,Fwd,Gas,Mazda,6,156320,3500,Clean,1,2004
White,Like New,5,Rwd,Diesel,Ford,Transit,67000,37000,Clean,1,2015
Yellow,Excellent,6,4Wd,Gas,Jeep,Wrangler,90000,23000,Clean,0,2000
Red,Like New,6,Rwd,Gas,Mercedes,Slk,81000,10900,Clean,1,2006
Red,Excellent,4,Fwd,Gas,Toyota,Corolla,53862,16750,Clean,1,2017
Green,Good,4,4Wd,Gas,Subaru,Forester,55000,13500,Rebuilt,1,2016
Silver,Excellent,4,4Wd,Gas,Honda,Crv,73000,10500,Rebuilt,1,2009
Silver,Good,4,4Wd,Gas,Honda,Crv,108000,8800,Rebuilt,1,2008
Black,Good,8,4Wd,Gas,Toyota,Tundra,91000,19500,Salvage,1,2012
White,Good,5,Rwd,Gas,Gmc,Canyon,225000,4250,Clean,1,2004
Grey,Excellent,4,4Wd,Gas,Subaru,Crosstrek,22000,21000,Clean,0,2019
Red,Fair,4,Rwd,Gas,Ford,Mustang,135000,1800,Clean,1,1992
Black,Good,6,4Wd,Gas,Honda,Pilot,148843,10999,Clean,1,2010
Black,Excellent,4,Fwd,Diesel,Volkswagen,Jetta,84926,12995,Clean,1,2012
Silver,Good,8,4Wd,Diesel,Chevrolet,Silverado,200000,25000,Clean,0,2003
Black,Excellent,5,4Wd,Gas,Hummer,H3,257000,7500,Clean,1,2007
Grey,Good,4,Fwd,Gas,Chevrolet,Hhr,98000,5100,Rebuilt,1,2009
Black,Excellent,6,Rwd,Gas,Mercedes,C300,30000,31999,Rebuilt,1,2019
White,Excellent,4,4Wd,Gas,Audi,Q5,146000,10500,Clean,1,2013
Green,Fair,6,4Wd,Gas,Subaru,Outback,247500,2000,Salvage,1,2001
White,Like New,8,Rwd,Gas,Ford,E250,69000,29999,Clean,1,2014
Silver,Good,8,4Wd,Gas,Chevrolet,Silverado,237000,10000,Clean,1,2004
Silver,Excellent,4,Fwd,Gas,Ford,Transit,50204,45900,Clean,1,2015
Blue,Fair,6,Fwd,Gas,Dodge,Grand,134750,4500,Clean,1,2005
Green,Good,4,4Wd,Gas,Honda,Crv,213000,5450,Clean,1,2007
Silver,Good,4,Fwd,Gas,Hyundai,Accent,90742,9000,Clean,1,2016
Silver,Excellent,4,Fwd,Gas,Mazda,6,107000,5300,Clean,0,2008
Custom,Excellent,8,Rwd,Gas,Ford,Crown,114800,4000,Clean,1,2009
Grey,Fair,8,4Wd,Gas,Gmc,Envoy,238443,2500,Clean,1,2015
White,Excellent,4,4Wd,Gas,Subaru,Legacy,148000,7800,Rebuilt,1,2014
Green,Good,8,4Wd,Gas,Ford,F150,223000,9000,Clean,1,2006
White,Like New,4,4Wd,Gas,Ford,Explorer,59929,28000,Clean,1,2016
Grey,Excellent,4,Fwd,Gas,Ford,Escape,126000,5900,Rebuilt,1,2012
White,Good,8,4Wd,Gas,Gmc,Sierra,250000,9000,Clean,1,2012
Silver,Good,4,4Wd,Gas,Subaru,Legacy,147897,3900,Salvage,1,2006
Silver,Excellent,4,Fwd,Gas,Toyota,Yaris,84777,9500,Clean,1,2014
Black,Like New,8,4Wd,Gas,Jeep,Grand,70700,37000,Clean,0,2014
Black,Excellent,4,4Wd,Gas,Volkswagen,Tiguan,12000,20500,Salvage,1,2020
Blue,Good,6,4Wd,Gas,Gmc,Sierra,253000,6000,Clean,1,1999
Red,Excellent,4,Fwd,Gas,Ford,Focus,89180,6500,Rebuilt,1,2015
Grey,Good,4,Fwd,Gas,Jeep,Renegade,76000,10270,Rebuilt,1,2016
Black,Excellent,4,Rwd,Gas,Cadillac,Ats,89637,14995,Clean,0,2013
Grey,Like New,4,Rwd,Gas,Ford,Mustang,16000,23000,Rebuilt,1,2018
Silver,Fair,4,Fwd,Gas,Nissan,Versa,58197,5000,Rebuilt,1,2014
White,Excellent,6,Rwd,Diesel,Mercedes,Sprinter,90000,38000,Clean,1,2016
Black,Good,6,4Wd,Gas,Jeep,Wrangler,46141,16900,Clean,0,2009
White,Excellent,6,Rwd,Gas,Bmw,535I,119300,10900,Clean,1,2010
Red,Excellent,4,Fwd,Hybrid,Chevrolet,Volt,74124,16500,Clean,1,2015
Blue,Excellent,4,Rwd,Gas,Bmw,X1,84000,10999,Clean,1,2014
Red,Excellent,4,4Wd,Gas,Nissan,Juke,154000,6999,Clean,1,2011
Grey,Excellent,6,Fwd,Gas,Ford,Edge,160000,7999,Clean,1,2013
Silver,Good,6,Fwd,Gas,Chevrolet,Express,167000,8800,Clean,1,2011
Blue,Excellent,4,Fwd,Gas,Toyota,Camry,69000,9500,Rebuilt,1,2011
White,Fair,6,Fwd,Gas,Ford,E150,234000,1500,Clean,0,1998
Black,Excellent,8,4Wd,Diesel,Chevrolet,Silverado,46000,34000,Clean,1,2002
Grey,Like New,6,4Wd,Diesel,Dodge,Ram,91000,49000,Clean,1,2017
Blue,Excellent,4,4Wd,Gas,Subaru,Legacy,80000,9500,Rebuilt,1,2015
Black,Excellent,6,Rwd,Gas,Nissan,350Z,70500,28000,Clean,1,2008
Black,Good,6,Rwd,Gas,Toyota,4Runner,111785,16500,Clean,1,2006
Blue,Good,8,Rwd,Gas,Ford,Crown,49425,6800,Clean,1,1987
Grey,Fair,4,Fwd,Gas,Honda,Civic,150500,5000,Clean,1,2010
White,Fair,4,4Wd,Gas,Toyota,Camry,307846,2800,Clean,1,2003
Black,Like New,4,Fwd,Gas,Kia,Forte,9000,13500,Rebuilt,1,2020
White,Excellent,4,Fwd,Gas,Ford,Escape,108000,11950,Clean,1,2016
Silver,Excellent,4,Fwd,Gas,Toyota,Corolla,14000,18500,Salvage,1,2021
Black,Like New,4,4Wd,Gas,Subaru,Crosstrek,45741,14950,Rebuilt,1,2017
White,Excellent,4,Fwd,Gas,Scion,Tc,103000,8400,Rebuilt,1,2014
White,Excellent,6,4Wd,Gas,Toyota,Tundra,187832,13900,Clean,1,2003
White,Good,8,Rwd,Gas,Chevrolet,Silverado,178282,8600,Clean,1,2005
Silver,Excellent,4,Fwd,Gas,Jeep,Renegade,64000,14800,Clean,1,2015
Black,Like New,6,4Wd,Gas,Infiniti,Qx60,159800,10500,Clean,1,2014
White,Fair,4,4Wd,Gas,Subaru,Outback,192834,1300,Clean,1,2000
White,Good,6,Rwd,Gas,Toyota,Tacoma,236400,9000,Clean,1,2003
White,Fair,8,Rwd,Diesel,Ford,F350,213000,13000,Clean,0,2001
Black,Excellent,4,4Wd,Gas,Subaru,Impreza,107000,12000,Clean,0,1998
White,Excellent,6,4Wd,Gas,Lexus,Rx350,131000,26750,Clean,1,2017
Black,Good,4,Fwd,Gas,Toyota,4Runner,107500,10500,Clean,0,1998
Red,Good,8,4Wd,Gas,Chevrolet,S10,160000,7000,Clean,1,2003
Custom,Like New,0,Fwd,Electric,Ford,Focus,50100,9700,Clean,0,2014
Blue,Fair,6,Fwd,Gas,Honda,Odyssey,167705,5000,Clean,1,2005
Red,Fair,4,4Wd,Gas,Jeep,Wrangler,137000,5000,Clean,0,1991
White,Excellent,6,Fwd,Hybrid,Chrysler,Pacifica,37000,32500,Clean,1,2019
Silver,Good,4,Fwd,Gas,Chevrolet,Sonic,70800,7000,Rebuilt,1,2015
White,Excellent,4,Fwd,Gas,Toyota,Corolla,97000,13000,Salvage,1,2017
Grey,Good,4,Fwd,Diesel,Volkswagen,Jetta,278000,3000,Clean,0,2005
Grey,Excellent,4,4Wd,Gas,Subaru,Forester,206000,9400,Clean,0,2014
Black,Good,4,Fwd,Gas,Honda,Accord,225835,5500,Clean,1,2012
Silver,Excellent,4,4Wd,Gas,Subaru,Forester,102000,11500,Rebuilt,1,2014
Red,Good,8,4Wd,Gas,Gmc,Yukon,198000,7900,Clean,1,2007
Black,Good,6,Rwd,Gas,Gmc,Sierra,80000,14900,Clean,1,2001
Blue,Excellent,4,4Wd,Gas,Subaru,Outback,161000,6900,Salvage,1,2013
White,Good,8,4Wd,Gas,Chevrolet,Silverado,183000,7500,Clean,1,2006
Blue,Good,4,Fwd,Gas,Honda,Crv,83000,7800,Rebuilt,1,2011
Blue,Good,8,4Wd,Gas,Ford,F350,59411,10000,Clean,0,1989
Black,Excellent,6,4Wd,Gas,Honda,Ridgeline,99130,19000,Clean,1,2014
Silver,Excellent,8,4Wd,Gas,Toyota,Tundra,15400,47500,Clean,1,2021
Silver,Good,4,Fwd,Gas,Hyundai,Sonata,33500,14000,Clean,1,2015
Silver,Like New,8,4Wd,Gas,Gmc,Sierra,59100,43000,Clean,1,2018
Brown,Excellent,6,4Wd,Gas,Chevrolet,Astro,170500,10500,Clean,1,2001
Black,Excellent,8,Rwd,Gas,Chevrolet,Corvette,104000,13500,Clean,1,1998
White,Excellent,6,Rwd,Gas,Chevrolet,Silverado,130600,9500,Clean,1,2008
White,Like New,4,4Wd,Gas,Subaru,Forester,46000,33500,Clean,1,2020
Blue,Good,8,4Wd,Diesel,Ford,F250,191000,8400,Rebuilt,1,2006
Red,Excellent,4,Fwd,Hybrid,Toyota,Prius,126000,5889,Salvage,1,2004
Black,Good,4,Rwd,Gas,Toyota,Tacoma,191000,6500,Clean,0,1998
Silver,Excellent,4,Fwd,Gas,Honda,Accord,92653,11500,Clean,1,2009
White,Good,8,4Wd,Gas,Lincoln,Navigator,223976,4000,Clean,1,2004
Purple,Excellent,4,Rwd,Gas,Toyota,Tacoma,179800,6650,Clean,0,1996
White,Excellent,8,4Wd,Gas,Toyota,Tundra,70160,22000,Rebuilt,1,2018
Blue,Good,4,4Wd,Gas,Subaru,Impreza,104600,15000,Clean,0,2009
Orange,Good,4,4Wd,Gas,Honda,Element,220000,4999,Rebuilt,1,2004
Red,Excellent,4,Fwd,Gas,Ford,Focus,104000,5695,Salvage,1,2014
Black,Good,4,Fwd,Gas,Ford,Fiesta,95500,4750,Clean,0,2014
Black,Like New,4,Fwd,Hybrid,Toyota,Prius,82000,11250,Rebuilt,1,2013
Black,Good,6,Rwd,Gas,Nissan,Frontier,100800,14000,Clean,0,2012
Red,Excellent,4,Fwd,Gas,Toyota,Camry,146000,10995,Clean,1,2014
Silver,Good,4,Fwd,Gas,Kia,Soul,56500,7400,Rebuilt,1,2015
Silver,Excellent,4,Fwd,Gas,Dodge,Avenger,120250,4250,Rebuilt,1,2012
White,Excellent,4,4Wd,Gas,Bmw,X3,21500,40990,Clean,1,2020
Black,Excellent,6,Rwd,Gas,Bmw,328I,89000,13900,Clean,1,2011
White,Like New,4,Fwd,Gas,Ford,Fusion,35300,29000,Clean,1,2020
Grey,Good,6,Fwd,Gas,Acura,Tl,172000,7000,Clean,1,2007
Blue,Good,6,Rwd,Gas,Ford,Mustang,103000,9875,Clean,1,2011
Green,Good,8,Rwd,Gas,Ford,E150,119440,4000,Clean,1,1998
Grey,Excellent,6,4Wd,Gas,Bmw,X5,153850,7995,Clean,1,2013
White,Excellent,4,Fwd,Gas,Honda,Civic,67000,32000,Clean,0,2018
Red,Excellent,4,Rwd,Gas,Cadillac,Ats,128500,11800,Clean,0,2013
Green,Salvage,4,Fwd,Gas,Subaru,Impreza,325000,1000,Clean,0,2011
Blue,Excellent,4,4Wd,Gas,Subaru,Outback,127000,12700,Clean,1,2008
White,Good,4,Rwd,Gas,Volkswagen,Vanagon,242500,35000,Clean,0,1985
Silver,Excellent,6,4Wd,Gas,Audi,A6,106000,17995,Clean,1,2016
Red,Good,8,4Wd,Diesel,Ford,F250,342800,7300,Clean,1,1995
Black,Fair,4,Fwd,Gas,Mazda,3,182000,4000,Lien,0,2011
Silver,Excellent,4,Fwd,Gas,Mini Cooper,S,72000,8200,Clean,1,2006
White,Good,4,Rwd,Gas,Toyota,Tacoma,19744,19000,Clean,1,2013
Brown,Excellent,4,Fwd,Gas,Honda,Accord,36000,26500,Clean,1,2016
Black,Good,6,4Wd,Gas,Gmc,Acadia,98000,11000,Clean,1,2012
Black,Good,6,4Wd,Gas,Toyota,Highlander,82000,20900,Clean,1,2010
White,Like New,4,Fwd,Gas,Kia,Soul,131000,4999,Rebuilt,1,2011
White,Excellent,6,4Wd,Gas,Ford,F150,73000,44500,Clean,1,2018
Silver,Excellent,8,Rwd,Gas,Mercedes,S500,118000,4200,Clean,1,2001
Brown,Good,4,Fwd,Gas,Toyota,Camry,163000,4300,Rebuilt,1,2005
Black,Good,8,4Wd,Gas,Ford,Explorer,189000,7500,Clean,1,2007
Black,Excellent,6,Rwd,Gas,Nissan,Frontier,111000,10500,Salvage,1,2008
Silver,Good,6,Fwd,Gas,Buick,Lacrosse,69000,9500,Rebuilt,1,2016
Green,Like New,6,Fwd,Gas,Toyota,Avalon,85000,7500,Clean,1,1996
Grey,New,4,Fwd,Gas,Honda,Accord,76000,10900,Salvage,1,2014
Brown,Good,4,Fwd,Gas,Bmw,325I,169000,4500,Clean,1,2006
Red,Good,6,4Wd,Gas,Toyota,Highlander,130726,8900,Clean,1,2005
Black,Excellent,4,Fwd,Gas,Toyota,Camry,123000,10999,Rebuilt,1,2015
Blue,Like New,4,4Wd,Gas,Subaru,Forester,94000,13999,Salvage,1,2016
Red,Good,4,Fwd,Diesel,Volkswagen,Jetta,88774,14800,Clean,1,2013
Grey,New,4,Fwd,Gas,Honda,Accord,76000,10900,Salvage,1,2014
Grey,Excellent,6,4Wd,Gas,Ford,F150,48500,45000,Clean,1,2018
Blue,Good,5,Fwd,Gas,Toyota,Corolla,132543,5000,Clean,1,2006
Blue,Good,8,4Wd,Gas,Chevrolet,Silverado,129000,13000,Rebuilt,1,2012
Blue,Good,4,Fwd,Gas,Acura,Tsx,210000,3800,Clean,1,2006
Black,Excellent,4,Fwd,Gas,Honda,Civic,109000,10500,Clean,1,2014
Red,Excellent,4,Fwd,Gas,Ford,Focus,82000,11000,Clean,1,2016
Silver,Excellent,8,Fwd,Gas,Land Rover,Range,86000,21500,Clean,1,2013
White,Good,8,4Wd,Diesel,Ford,F450,86250,14900,Clean,0,2003
White,Excellent,4,4Wd,Gas,Subaru,Crosstrek,78000,21500,Clean,1,2017
White,Excellent,8,4Wd,Diesel,Gmc,Sierra,163000,35000,Clean,1,2010
White,Excellent,4,Fwd,Gas,Chrysler,Sebring,120000,3900,Clean,1,2010
Grey,Excellent,4,Fwd,Gas,Nissan,Versa,45509,13050,Clean,1,2017
Black,Good,6,Rwd,Gas,Dodge,Avenger,173000,6000,Clean,0,2013
Black,Good,6,Rwd,Gas,Dodge,Avenger,173000,6000,Clean,0,2013
Grey,Excellent,8,Rwd,Gas,Chevrolet,Silverado,49500,16995,Clean,1,2013
Grey,Good,4,Fwd,Gas,Acura,Tl,220000,4800,Clean,1,2006
Red,Good,8,Rwd,Gas,Ford,E150,203000,7999,Clean,1,2002
White,Excellent,6,4Wd,Gas,Toyota,Tacoma,82000,34500,Clean,1,2017
Green,Like New,4,Fwd,Gas,Toyota,Prius,95000,8500,Rebuilt,1,2007
Grey,Fair,6,Fwd,Gas,Buick,Lacrosse,198000,1300,Clean,1,2005
Blue,Excellent,8,4Wd,Gas,Chevrolet,Avalanche,3500,11900,Clean,1,2006
Brown,Like New,8,4Wd,Gas,Ford,F350,57000,42000,Clean,1,2019
Red,Excellent,8,Rwd,Gas,Chevrolet,Corvette,47250,18000,Clean,1,2000
Black,Excellent,4,Fwd,Gas,Toyota,Highlander,19600,44000,Clean,1,2021
Silver,Good,6,4Wd,Gas,Toyota,4Runner,67000,32000,Clean,1,2017
White,Good,6,Rwd,Gas,Ford,Transit,175075,23999,Clean,1,2018
White,Good,8,Rwd,Gas,Chevrolet,Express,120000,9500,Clean,1,1983
Black,Good,4,4Wd,Gas,Audi,A4,171160,4695,Clean,1,2006
Brown,Fair,8,4Wd,Gas,Gmc,Yukon,268361,3000,Clean,1,2003
Blue,Excellent,4,Fwd,Gas,Toyota,Matrix,147000,7000,Clean,1,2006
Black,Excellent,4,Fwd,Diesel,Volkswagen,Jetta,79831,10399,Salvage,1,2013
White,Excellent,8,Fwd,Gas,Cadillac,Eldorado,116000,4500,Clean,1,1996
Red,Excellent,6,4Wd,Gas,Gmc,Acadia,87200,16500,Clean,1,2014
Silver,Excellent,6,Rwd,Gas,Toyota,Tacoma,241000,8500,Clean,1,2006
Red,Excellent,6,4Wd,Gas,Jeep,Wrangler,139500,21900,Clean,1,2011
Black,Excellent,0,Rwd,Electric,Tesla,Model 3,58000,38000,Clean,1,2018
Blue,Good,6,4Wd,Gas,Toyota,Tacoma,130000,18000,Clean,0,2005
Blue,Good,6,4Wd,Gas,Toyota,4Runner,132000,10000,Clean,1,2004
White,Good,6,4Wd,Gas,Toyota,4Runner,280000,6500,Clean,1,2001
Silver,Excellent,6,4Wd,Gas,Audi,A6,216602,12200,Clean,0,2000
White,Good,6,Fwd,Gas,Chevrolet,Impala,105000,4700,Rebuilt,1,2010
Red,Excellent,4,Rwd,Gas,Mazda,Miata,149780,7000,Clean,0,1999
White,Excellent,6,Rwd,Gas,Ford,Transit,68000,49000,Clean,1,2019
White,Good,4,Rwd,Gas,Volkswagen,Vanagon,280000,16500,Clean,0,1986
White,Excellent,4,Fwd,Gas,Volkswagen,Passat,75000,11500,Salvage,1,2017
Grey,Good,6,Rwd,Gas,Bmw,M3,69500,34000,Clean,0,2010
Red,Good,6,4Wd,Gas,Toyota,Tacoma,262000,8950,Clean,0,1996
Blue,Excellent,4,4Wd,Gas,Audi,A5,178000,11500,Clean,0,2013
Grey,Excellent,6,4Wd,Gas,Toyota,4Runner,16900,41998,Clean,1,2016
Brown,Good,6,4Wd,Gas,Jeep,Liberty,154000,3300,Clean,1,2003
White,Good,4,Fwd,Gas,Kia,Soul,99000,7500,Salvage,1,2014
White,Excellent,8,4Wd,Gas,Chevrolet,Suburban,209000,9900,Clean,1,2003
White,Good,4,Fwd,Hybrid,Toyota,Prius,179000,8500,Clean,1,2011
Silver,Good,8,4Wd,Gas,Ford,F150,223000,7750,Clean,1,2007
Black,Like New,4,4Wd,Gas,Subaru,Outback,40000,23000,Rebuilt,1,2020
Grey,Good,4,Fwd,Gas,Honda,Accord,136000,4850,Clean,1,2007
Black,Fair,8,4Wd,Gas,Gmc,Yukon,194804,2500,Clean,1,1996
Blue,Like New,4,4Wd,Gas,Subaru,Forester,3009,29999,Rebuilt,1,2022
White,Good,4,Fwd,Gas,Volkswagen,Passat,116251,8500,Clean,1,2015
White,Excellent,4,Rwd,Gas,Bmw,328I,57467,20500,Clean,1,2016
White,Excellent,8,4Wd,Gas,Dodge,Ram,130300,18000,Clean,1,2012
Red,Excellent,4,Fwd,Gas,Ford,Transit,100000,12000,Rebuilt,0,2013
White,Excellent,6,4Wd,Diesel,Dodge,Ram,267000,21900,Clean,1,2006
White,Good,6,Fwd,Gas,Chevrolet,Malibu,64100,2900,Clean,1,2002
Brown,Excellent,4,Fwd,Gas,Fiat,500,60000,9500,Clean,0,2015
White,Good,6,4Wd,Gas,Jeep,Wrangler,200798,5000,Clean,0,2001
Red,Excellent,4,Fwd,Gas,Toyota,Camry,23500,22000,Clean,1,2017
White,Excellent,4,4Wd,Gas,Honda,Crv,139000,14400,Clean,1,2013
White,Excellent,8,4Wd,Gas,Ford,F150,174500,18200,Clean,1,2010
Black,Good,8,Rwd,Gas,Chevrolet,Suburban,106500,11700,Rebuilt,1,2014
Black,Excellent,4,4Wd,Gas,Ford,Escape,66000,13000,Salvage,1,2015
Silver,Excellent,4,4Wd,Gas,Mini Cooper,S,75000,10700,Salvage,0,2015
Blue,Excellent,4,4Wd,Gas,Subaru,Outback,110000,18000,Clean,1,2018
White,Excellent,4,Fwd,Gas,Ford,Transit,162581,9640,Clean,1,2010
White,Excellent,4,Fwd,Gas,Ford,Transit,276992,7980,Clean,1,2013
White,Excellent,4,Fwd,Gas,Ford,Transit,289372,7790,Clean,1,2013
Red,Good,6,4Wd,Diesel,Bmw,X5,161000,8900,Clean,1,2011
Silver,Fair,4,Fwd,Gas,Toyota,Camry,200000,2000,Clean,1,2000
Purple,Good,8,4Wd,Gas,Dodge,Ram,140418,5000,Clean,1,1998
Grey,Excellent,8,4Wd,Gas,Dodge,Ram,2000,17900,Clean,1,2011
Blue,Good,6,4Wd,Gas,Ford,Explorer,105000,8990,Clean,1,2014
Silver,Like New,4,4Wd,Gas,Subaru,Crosstrek,33650,27500,Clean,1,2020
White,Good,4,Rwd,Gas,Toyota,Tacoma,117000,13000,Clean,1,2008
Grey,Excellent,4,Fwd,Gas,Nissan,Versa,75082,5500,Salvage,1,2015
Grey,Excellent,4,4Wd,Gas,Subaru,Legacy,78000,12650,Salvage,1,2017
Silver,Excellent,4,Fwd,Gas,Toyota,Camry,27000,33950,Clean,1,2020
Red,Fair,8,4Wd,Gas,Ford,Explorer,133590,4000,Clean,1,2006
Red,Good,4,Fwd,Gas,Chevrolet,Hhr,176000,4250,Clean,1,2010
Blue,Excellent,8,Rwd,Gas,Chevrolet,Silverado,120000,6500,Clean,1,1992
Black,Excellent,8,4Wd,Gas,Ford,F150,136000,21500,Clean,1,2011
Blue,Fair,8,4Wd,Gas,Gmc,Yukon,242500,1995,Clean,1,2002
Silver,Excellent,6,4Wd,Gas,Acura,Rdx,97900,20850,Clean,1,2015
Silver,Excellent,6,4Wd,Gas,Toyota,Tacoma,206000,10500,Clean,1,2004
Grey,Good,4,Fwd,Gas,Chrysler,Pt,124000,3150,Clean,1,2004
Red,Excellent,8,Rwd,Gas,Chevrolet,Corvette,115500,15000,Clean,0,1997
White,Excellent,6,4Wd,Gas,Toyota,Tacoma,251076,12950,Clean,1,1998
Blue,Fair,8,4Wd,Gas,Land Rover,Range,164000,3750,Clean,1,2003
Grey,Excellent,4,Fwd,Hybrid,Toyota,Prius,149822,9999,Clean,1,2011
White,Fair,5,4Wd,Gas,Chevrolet,Colorado,143810,4000,Clean,1,2007
White,Good,6,Rwd,Gas,Ford,F150,102596,4999,Clean,1,2000
White,Excellent,6,Rwd,Gas,Ford,F150,58500,38000,Rebuilt,1,2017
Silver,Excellent,6,4Wd,Gas,Audi,S4,180000,13500,Clean,0,2000
Silver,Good,6,Fwd,Gas,Nissan,Altima,135487,7200,Clean,1,2009
Grey,Excellent,4,Fwd,Gas,Honda,Civic,32000,40000,Clean,0,2017
Black,Excellent,6,Rwd,Gas,Bmw,3,86000,10300,Salvage,1,2012
Grey,Excellent,4,Fwd,Gas,Honda,Accord,53000,8900,Clean,1,2001
Black,Excellent,4,Fwd,Gas,Volkswagen,Gti,35179,23800,Clean,0,2016
Red,Excellent,4,Fwd,Gas,Toyota,Prius,134000,7500,Rebuilt,1,2007
Black,Good,4,Fwd,Gas,Audi,A3,110000,10249,Clean,0,2012
White,Good,8,Rwd,Diesel,Ford,F350,152000,19500,Clean,1,2004
White,Like New,6,4Wd,Gas,Audi,S4,29329,39000,Clean,1,2018
White,Good,4,Fwd,Gas,Kia,Soul,74500,12500,Clean,1,2015
Grey,Good,4,4Wd,Gas,Subaru,Outback,82600,12500,Clean,1,2009
Black,Good,6,4Wd,Gas,Jeep,Grand,162000,5800,Clean,1,2007
Grey,Salvage,6,Rwd,Gas,Jeep,Liberty,80786,1500,Clean,1,2006
Black,Good,4,4Wd,Gas,Subaru,Impreza,256000,8000,Clean,0,2009
Red,Good,6,Rwd,Gas,Ford,Mustang,156000,4100,Clean,0,1998
Black,Excellent,4,Rwd,Gas,Honda,Civic,115000,5500,Clean,0,2008
Black,Good,4,4Wd,Gas,Subaru,Impreza,181000,1500,Clean,1,2007
Custom,Good,4,4Wd,Gas,Subaru,Impreza,225293,20000,Clean,0,1995
Blue,Excellent,8,4Wd,Diesel,Ford,F250,313856,25775,Clean,1,1997
Grey,Like New,8,4Wd,Gas,Ford,F150,35000,53000,Clean,1,2020
Red,Fair,4,Fwd,Gas,Scion,Xb,150000,2000,Rebuilt,0,2005
Black,Good,8,Rwd,Gas,Ford,F250,249000,5700,Clean,1,2003
Silver,Excellent,6,4Wd,Gas,Toyota,Fj,96000,22500,Clean,1,2007
Black,Excellent,6,Rwd,Gas,Bmw,335I,77000,8500,Rebuilt,1,2009
Silver,Excellent,4,Fwd,Gas,Mitsubishi,Outlander,43000,16999,Clean,0,2017
Blue,Good,4,4Wd,Gas,Honda,Element,116000,7750,Clean,1,2005
Silver,Excellent,6,4Wd,Gas,Nissan,Xterra,168000,15000,Clean,1,2012
White,Excellent,6,4Wd,Diesel,Ford,F250,284389,12500,Clean,0,1993
White,Like New,6,4Wd,Gas,Gmc,Acadia,10800,44000,Clean,1,2021
Blue,Good,6,4Wd,Gas,Audi,A6,125000,1200,Clean,1,1999
Silver,Fair,6,Fwd,Gas,Honda,Accord,180000,4000,Salvage,1,2004
White,Good,4,Fwd,Gas,Kia,Optima,163000,7800,Clean,1,2015
Silver,Good,6,4Wd,Gas,Jeep,Renegade,79430,11200,Salvage,1,2018
Silver,Excellent,4,Fwd,Gas,Honda,Odyssey,100128,18500,Clean,1,2016
White,Good,8,4Wd,Gas,Toyota,Sequoia,81000,47000,Clean,1,2018
Black,Excellent,4,Fwd,Gas,Chrysler,200,50000,10000,Salvage,1,2016
Blue,Excellent,4,4Wd,Gas,Honda,Crv,36000,26000,Clean,1,2016
Black,Good,6,Rwd,Gas,Bmw,Z3,87000,8500,Clean,0,1998
White,Good,6,Fwd,Gas,Toyota,Avalon,180000,3500,Clean,1,2005
Black,Excellent,6,4Wd,Gas,Ford,Escape,130000,17500,Clean,1,2017
Silver,Good,6,Fwd,Gas,Honda,Odyssey,218945,4000,Clean,1,2006
Silver,Good,4,Fwd,Gas,Hyundai,Elantra,139000,2750,Clean,0,2007
White,Good,8,Rwd,Gas,Chevrolet,Express,130425,12000,Clean,1,2011
White,Excellent,6,Rwd,Gas,Nissan,Xterra,109000,6900,Clean,0,2005
Grey,Good,8,4Wd,Gas,Cadillac,Escalade,199000,5500,Clean,1,2005
Red,Like New,8,Rwd,Gas,Ford,Thunderbird,79906,18500,Clean,1,2002
Black,Good,4,4Wd,Gas,Subaru,Forester,188000,7995,Clean,0,2004
White,Excellent,4,4Wd,Gas,Mazda,Cx,67000,19500,Clean,1,2017
