Color,Condition,Cylinders,Drive,Fuel,Make,Model,Odometer,Price,Title,Transmission_Automatic,Year
Black,Good,8,4Wd,Gas,Ford,Bronco,145000,8000,Clean,1,1989
White,Excellent,6,4Wd,Gas,Toyota,Tacoma,180000,16500,Rebuilt,0,1999
Brown,Like New,6,4Wd,Gas,Chrysler,300,103000,12000,Clean,1,2013
Black,Like New,4,4Wd,Gas,Subaru,Crosstrek,55400,16900,Rebuilt,1,2018
Red,Excellent,8,Rwd,Gas,Ford,Mustang,78000,17495,Clean,0,1996
Black,Excellent,4,Rwd,Gas,Cadillac,Ats,89637,13900,Clean,0,2013
White,Excellent,6,4Wd,Diesel,Dodge,Ram,118000,20500,Rebuilt,1,2003
Black,New,4,Fwd,Gas,Honda,Accord,111000,9899,Salvage,1,2013
White,Like New,8,4Wd,Gas,Toyota,Tundra,46000,55000,Clean,1,2021
Silver,Like New,6,Rwd,Gas,Ford,F150,53782,24500,Clean,1,2017
White,Fair,8,Rwd,Diesel,Ford,F350,321695,6300,Clean,1,2006
Blue,Good,4,Fwd,Gas,Hyundai,Accent,233000,1500,Clean,0,2009
Red,Excellent,8,Rwd,Gas,Ford,Mustang,8500,23000,Clean,0,1987
White,Good,8,Rwd,Gas,Ford,F250,247000,4000,Salvage,1,2000
Grey,Like New,6,4Wd,Gas,Toyota,Tacoma,52000,37500,Clean,1,2019
Silver,Excellent,4,Fwd,Gas,Honda,Fit,134000,5750,Rebuilt,0,2007
Black,Excellent,6,4Wd,Gas,Jeep,Cherokee,77531,19500,Clean,1,2017
Grey,Good,6,Fwd,Gas,Toyota,Sienna,118000,8000,Clean,1,2008
White,Good,8,4Wd,Gas,Chevrolet,Silverado,202659,14500,Clean,1,2012
White,Good,8,4Wd,Gas,Chevrolet,Silverado,202659,14500,Clean,1,2012
White,Good,8,4Wd,Gas,Chevrolet,Silverado,202659,14500,Clean,1,2012
Black,Excellent,8,4Wd,Gas,Cadillac,Escalade,137000,18750,Rebuilt,1,2014
White,Excellent,6,Rwd,Gas,Ford,Transit,77000,31900,Clean,1,2016
White,Good,8,4Wd,Gas,Ford,F150,138962,10000,Clean,1,2002
Black,Good,6,Rwd,Gas,Infiniti,G35,155755,7000,Rebuilt,1,2007
Silver,Excellent,4,Fwd,Gas,Dodge,Avenger,120250,4250,Rebuilt,1,2012
Black,Excellent,4,Rwd,Diesel,Mercedes,Sprinter,83000,44000,Clean,1,2016
Green,Like New,6,4Wd,Gas,Toyota,Tundra,4150,55950,Clean,1,2022
Red,Good,8,4Wd,Gas,Gmc,Yukon,178168,10000,Clean,1,2003
Silver,Fair,4,Fwd,Gas,Hyundai,Elantra,184839,2000,Clean,1,2006
Orange,Like New,0,Fwd,Electric,Nissan,Leaf,3200,26500,Clean,1,2022
Grey,Excellent,8,4Wd,Gas,Land Rover,Discovery,130000,15000,Clean,1,2003
Red,Excellent,4,4Wd,Gas,Subaru,Impreza,125000,8000,Clean,0,2007
White,Good,6,Rwd,Gas,Ford,Ranger,215,2300,Clean,1,2001
Custom,Fair,8,4Wd,Gas,Chevrolet,Silverado,150000,4500,Clean,1,2000
Green,Good,6,Rwd,Gas,Toyota,Tacoma,214193,12500,Clean,1,2003
White,Good,8,Rwd,Gas,Chevrolet,Express,206000,8500,Clean,1,2010
Red,Excellent,4,Rwd,Gas,Alfa,Romeo,37000,21000,Clean,1,2017
White,Excellent,8,4Wd,Diesel,Ford,F350,123059,27995,Clean,0,1999
Grey,Excellent,4,Fwd,Gas,Toyota,Camry,114000,6500,Clean,0,2002
White,Excellent,4,4Wd,Gas,Jeep,Wrangler,39500,40000,Clean,1,2020
Grey,Excellent,4,4Wd,Gas,Ford,Escape,105000,9200,Clean,1,2013
Silver,Excellent,4,4Wd,Gas,Subaru,Forester,206225,8000,Clean,0,2014
White,Excellent,6,Rwd,Gas,Ford,F150,58500,27000,Rebuilt,1,2017
White,Excellent,4,Fwd,Gas,Toyota,Corolla,168234,7200,Clean,1,2010
White,Excellent,8,4Wd,Gas,Toyota,Tundra,125000,15000,Clean,1,2006
Brown,Good,4,4Wd,Gas,Honda,Crv,210000,3800,Clean,1,2003
Black,Excellent,4,Fwd,Gas,Honda,Accord,48419,12999,Rebuilt,1,2017
Silver,Like New,8,Rwd,Gas,Chevrolet,Avalanche,70000,24950,Rebuilt,1,2013
Blue,Excellent,6,Fwd,Gas,Dodge,Grand,123010,4400,Clean,1,2007
Grey,Good,4,4Wd,Gas,Honda,Crv,172038,10000,Clean,1,2011
Grey,Good,8,4Wd,Gas,Toyota,Tundra,199000,11000,Rebuilt,1,2004
Silver,Fair,4,Fwd,Gas,Nissan,Versa,159600,4500,Clean,1,2013
White,Excellent,8,4Wd,Gas,Ford,F350,122265,25000,Clean,1,2012
White,Good,8,4Wd,Diesel,Ford,F350,235000,13000,Clean,0,2001
Blue,Excellent,6,4Wd,Gas,Toyota,Venza,59500,16200,Rebuilt,1,2015
White,Excellent,8,Rwd,Diesel,Ford,E350,200000,16500,Clean,1,2005
Red,Good,8,Rwd,Gas,Pontiac,Firebird,142000,9500,Clean,0,1991
Black,Excellent,4,Fwd,Gas,Mazda,3,111000,7000,Clean,1,2012
Grey,Excellent,4,Fwd,Gas,Honda,Accord,150000,4950,Salvage,1,2008
Black,Good,6,4Wd,Gas,Toyota,Tacoma,39500,29500,Rebuilt,1,2017
Red,Fair,6,4Wd,Gas,Ford,F150,196000,6700,Clean,1,2008
Grey,Excellent,8,4Wd,Diesel,Ford,F350,130800,38500,Clean,1,2014
Black,Excellent,8,4Wd,Gas,Ford,F150,62575,37900,Clean,1,2020
Silver,Like New,4,Fwd,Gas,Toyota,Yaris,91000,7500,Salvage,1,2015
Silver,Excellent,8,4Wd,Gas,Chevrolet,Silverado,98897,18400,Clean,1,2011
Black,New,6,Fwd,Gas,Chrysler,300,108000,7800,Rebuilt,1,2013
White,Good,8,4Wd,Gas,Chevrolet,Silverado,149689,13950,Clean,1,2012
Brown,Good,8,4Wd,Gas,Chevrolet,Silverado,208000,7995,Clean,1,1998
White,Good,8,4Wd,Diesel,Chevrolet,Silverado,177000,21000,Clean,1,2006
Blue,Good,6,4Wd,Diesel,Dodge,Ram,200000,18995,Clean,1,2008
Red,Like New,6,Rwd,Gas,Gmc,Sierra,70000,25000,Clean,1,2016
Blue,Good,8,Rwd,Gas,Ford,F350,121000,5000,Clean,1,2006
Red,Excellent,4,Fwd,Gas,Toyota,Prius,81000,12500,Salvage,1,2014
Silver,Good,5,Fwd,Gas,Ram,Promaster,94500,15950,Clean,1,2016
Silver,Like New,6,4Wd,Gas,Toyota,4Runner,20500,47500,Clean,1,2022
Grey,Excellent,6,Rwd,Gas,Volvo,Xc90,144000,4400,Clean,1,2004
Grey,Excellent,8,4Wd,Gas,Chevrolet,Tahoe,216000,5900,Clean,1,2006
White,Like New,8,4Wd,Diesel,Ford,F250,72000,48000,Clean,1,2017
Silver,Fair,4,Fwd,Gas,Nissan,Altima,200000,1750,Clean,1,2006
White,Excellent,4,Fwd,Gas,Chrysler,Pt,120349,3999,Clean,1,2008
Black,Good,4,Fwd,Gas,Ford,Edge,170000,4000,Rebuilt,1,2013
Black,Good,4,Fwd,Gas,Honda,Accord,71000,15000,Rebuilt,1,2016
Brown,Excellent,6,Rwd,Gas,Bmw,5,136000,9500,Clean,1,2011
White,Good,6,Fwd,Hybrid,Toyota,Highlander,217000,6000,Clean,1,2008
Black,Good,4,Fwd,Gas,Ford,Focus,184000,2350,Clean,0,2007
Silver,Good,4,4Wd,Gas,Subaru,Forester,130074,12995,Clean,1,2015
Silver,Good,6,4Wd,Gas,Acura,Mdx,192000,7500,Clean,1,2011
White,Excellent,4,4Wd,Gas,Subaru,Legacy,161900,4000,Clean,1,1998
Red,Fair,4,Fwd,Gas,Chevrolet,Hhr,73800,2500,Rebuilt,0,2011
Grey,Good,8,4Wd,Gas,Jeep,Grand,208932,3500,Clean,1,2000
White,Excellent,4,Fwd,Gas,Kia,Sportage,82000,9995,Clean,1,2013
Blue,Good,4,Fwd,Gas,Mitsubishi,Lancer,173211,5000,Rebuilt,0,2008
Grey,Good,6,4Wd,Diesel,Dodge,Ram,322000,14000,Clean,1,2006
White,Good,8,Rwd,Gas,Chevrolet,Express,211000,12000,Clean,1,2005
Grey,Excellent,6,4Wd,Gas,Honda,Pilot,170000,7500,Rebuilt,1,2006
Black,Excellent,8,Rwd,Diesel,Ford,E350,100001,6900,Clean,1,1989
Black,Excellent,6,Fwd,Gas,Ford,Escape,130000,5700,Rebuilt,1,2011
Black,Excellent,8,4Wd,Gas,Chevrolet,Tahoe,200900,6500,Clean,1,2002
Grey,Good,8,4Wd,Diesel,Ford,F350,190800,19500,Rebuilt,1,2003
Black,Fair,6,Fwd,Gas,Hyundai,Sonata,70000,2000,Clean,1,2008
White,Excellent,4,Fwd,Hybrid,Toyota,Prius,161500,6750,Clean,1,2006
Red,Good,0,Rwd,Electric,Tesla,Model 3,14800,33900,Salvage,1,2020
Grey,Excellent,6,4Wd,Diesel,Dodge,Ram,205000,26500,Clean,0,2005
Green,Fair,4,Rwd,Gas,Ford,F150,68672,1400,Clean,1,1987
White,Good,4,4Wd,Gas,Subaru,Legacy,113300,4200,Clean,1,2000
Grey,Excellent,0,Fwd,Electric,Nissan,Leaf,28000,19900,Clean,1,2021
Silver,Excellent,4,Fwd,Gas,Mazda,3,112000,8000,Clean,0,2010
Red,Good,8,Rwd,Diesel,Chevrolet,Silverado,141000,25000,Clean,1,2007
Grey,Excellent,6,4Wd,Gas,Toyota,4Runner,48900,34999,Clean,1,2015
Black,Excellent,4,Fwd,Gas,Volkswagen,Cc,104583,6700,Clean,1,2010
Red,Excellent,6,4Wd,Gas,Jeep,Liberty,131000,9200,Clean,1,2002
Blue,Good,6,Fwd,Gas,Dodge,Grand,138840,5900,Clean,1,2013
Grey,Like New,6,4Wd,Gas,Toyota,4Runner,182760,10000,Rebuilt,1,1999
Black,Excellent,6,Fwd,Gas,Honda,Accord,200000,2500,Clean,1,2007
Blue,Excellent,4,4Wd,Gas,Subaru,Forester,144000,4000,Rebuilt,1,2006
White,Good,6,4Wd,Gas,Ford,Edge,142244,5733,Salvage,1,2008
Silver,Good,6,Fwd,Gas,Lexus,Rx,154000,8500,Clean,1,2004
Blue,Good,8,4Wd,Gas,Chevrolet,Tahoe,210000,6000,Clean,1,2007
Grey,Excellent,4,Fwd,Gas,Honda,Accord,152000,4200,Rebuilt,0,2007
Red,Good,6,4Wd,Gas,Toyota,Tacoma,306000,11900,Clean,1,2001
White,Good,8,4Wd,Hybrid,Cadillac,Escalade,168500,15350,Clean,1,2013
White,Excellent,6,4Wd,Gas,Toyota,4Runner,235000,8400,Clean,0,1994
Red,Excellent,4,Fwd,Hybrid,Toyota,Prius,103000,7900,Rebuilt,1,2010
Blue,Good,4,4Wd,Gas,Honda,Element,199900,7495,Clean,0,2006
Grey,Excellent,6,4Wd,Gas,Ford,F150,46000,52500,Salvage,1,2020
White,Excellent,0,Rwd,Electric,Smart,Fortwo,53000,5200,Rebuilt,1,2014
White,Excellent,8,4Wd,Gas,Ford,F150,174632,10000,Clean,1,2012
Grey,Good,8,4Wd,Gas,Ford,F150,120700,18000,Clean,1,2013
White,Good,8,4Wd,Diesel,Ford,F350,234000,17600,Clean,1,2000
Silver,Excellent,6,Fwd,Gas,Toyota,Sienna,219200,4200,Clean,1,2008
White,Excellent,4,4Wd,Gas,Mazda,Cx,43000,27500,Clean,1,2017
White,Excellent,6,Rwd,Diesel,Dodge,Ram,334000,7000,Clean,0,1999
Grey,Excellent,4,Fwd,Gas,Kia,Soul,182000,6500,Clean,1,2012
White,Good,8,4Wd,Diesel,Ford,F350,238000,12000,Clean,1,2007
White,Good,6,Rwd,Gas,Ford,Transit,96852,21250,Clean,1,2015
White,Good,8,4Wd,Gas,Cadillac,Escalade,164444,6200,Clean,1,2003
Black,Good,6,4Wd,Gas,Chrysler,300,143350,9950,Clean,1,2015
White,Good,4,4Wd,Diesel,Dodge,Ram,130000,45000,Clean,1,2012
White,Good,4,Fwd,Gas,Kia,Soul,99000,5600,Salvage,1,2014
Silver,Good,6,Fwd,Gas,Ford,Explorer,58811,25000,Clean,1,2017
Blue,Good,8,4Wd,Gas,Toyota,4Runner,220000,10750,Clean,1,2003
Black,Good,4,Fwd,Gas,Mazda,3,144200,5900,Clean,1,2010
Black,Good,4,Fwd,Gas,Dodge,Avenger,180000,3000,Clean,1,2013
Blue,Excellent,4,Fwd,Hybrid,Toyota,Prius,117401,11200,Clean,1,2012
Black,Excellent,8,4Wd,Gas,Audi,S5,80000,13999,Clean,1,2011
Red,Excellent,4,4Wd,Gas,Land Rover,Range,78000,20000,Clean,1,2015
Black,Good,4,Fwd,Gas,Honda,Civic,224000,4500,Clean,0,2007
White,Good,8,Rwd,Gas,Ford,E250,241052,6000,Clean,1,2010
White,Good,4,4Wd,Gas,Subaru,Outback,248000,3000,Clean,0,2002
Grey,Like New,8,Rwd,Gas,Bmw,M3,78700,27500,Salvage,1,2013
White,Fair,8,4Wd,Gas,Gmc,Sierra,40000,2000,Clean,1,1996
Blue,Excellent,4,Fwd,Gas,Honda,Fit,67504,8999,Salvage,1,2016
White,Good,8,4Wd,Diesel,Ford,F350,187000,15500,Clean,1,2005
Green,Excellent,8,4Wd,Diesel,Ford,Excursion,185005,22000,Clean,1,2001
Red,Excellent,4,Fwd,Gas,Hyundai,Elantra,82000,8300,Salvage,1,2017
Grey,Excellent,4,Rwd,Gas,Mazda,Miata,28931,26000,Clean,0,2017
Grey,Good,6,Fwd,Gas,Acura,Tl,153400,6250,Clean,1,2008
Grey,Excellent,4,Fwd,Gas,Volkswagen,Passat,124300,9900,Clean,1,2012
Blue,Good,6,Rwd,Gas,Infiniti,G35,166000,5800,Clean,1,2004
Silver,Excellent,6,Rwd,Gas,Mercedes,C300,78001,11500,Clean,1,2008
White,Good,6,4Wd,Gas,Ford,Escape,156910,3800,Salvage,1,2006
Silver,Good,6,Fwd,Gas,Ford,Taurus,137304,4000,Clean,1,2003
Green,Good,6,4Wd,Gas,Dodge,Dakota,177000,4500,Clean,1,1999
White,Excellent,4,Fwd,Gas,Ford,Focus,97250,7400,Clean,1,2015
Silver,Excellent,4,Fwd,Gas,Ford,Fusion,68000,12800,Clean,1,2014
Silver,Good,4,Fwd,Gas,Honda,Civic,48500,12300,Salvage,1,2019
Blue,Like New,4,Fwd,Gas,Chrysler,Pt,22700,16500,Clean,1,2005
Blue,Good,4,Fwd,Diesel,Volkswagen,Jetta,106000,9900,Clean,1,2012
Blue,Good,4,Fwd,Gas,Honda,Civic,111571,7000,Clean,0,2007
Red,Excellent,4,Fwd,Hybrid,Chevrolet,Volt,117500,10950,Clean,1,2013
Silver,Good,4,Fwd,Gas,Hyundai,Tucson,140000,7200,Clean,1,2012
White,Good,4,Rwd,Gas,Toyota,Camry,231831,2500,Clean,1,1999
White,Good,8,Rwd,Gas,Lincoln,Town,73000,6900,Clean,1,1987
Silver,Good,8,4Wd,Diesel,Ford,F350,232000,26000,Clean,1,2014
Silver,Like New,6,4Wd,Gas,Jeep,Patriot,92500,8500,Clean,1,2012
Black,Good,8,Rwd,Gas,Chevrolet,Tahoe,191000,6000,Clean,1,2003
White,Excellent,4,4Wd,Gas,Ford,Escape,43000,14000,Salvage,1,2019
Grey,Excellent,8,Rwd,Gas,Dodge,Durango,162000,8700,Clean,1,2011
Grey,Excellent,6,4Wd,Gas,Ford,Explorer,140000,17000,Clean,1,2016
Grey,Excellent,4,Fwd,Gas,Subaru,Impreza,23000,13600,Salvage,1,2019
Black,Excellent,8,4Wd,Gas,Chevrolet,Tahoe,118500,19200,Clean,1,2016
White,Good,6,4Wd,Diesel,Dodge,Ram,175000,22995,Clean,1,2014
Black,Excellent,4,Fwd,Hybrid,Toyota,Prius,100900,9700,Clean,1,2010
Silver,Excellent,4,Fwd,Gas,Toyota,Camry,146000,6000,Clean,1,2003
Silver,Excellent,6,Fwd,Gas,Buick,Lacrosse,88260,5500,Clean,1,2005
Blue,Excellent,6,Fwd,Gas,Mazda,Cx,140000,6500,Clean,1,2011
Black,Good,4,Fwd,Gas,Ford,Focus,136500,6499,Clean,1,2012
Grey,Like New,6,4Wd,Gas,Porsche,Macan,56000,53900,Clean,1,2018
Black,Excellent,5,Fwd,Gas,Volkswagen,Beetle,113000,10000,Clean,1,2014
Black,Excellent,6,4Wd,Gas,Volvo,Xc60,107030,13000,Clean,1,2015
White,Good,8,4Wd,Gas,Toyota,Land,270000,10500,Clean,1,1999
Red,Good,8,Fwd,Gas,Ford,F350,190000,10500,Clean,1,1995
Red,Excellent,6,4Wd,Gas,Toyota,Highlander,19800,28900,Rebuilt,1,2018
Silver,Good,4,4Wd,Gas,Dodge,Ram,148482,8990,Rebuilt,0,2006
Grey,Good,4,Fwd,Gas,Honda,Fit,71400,7350,Rebuilt,1,2013
White,Good,6,Fwd,Gas,Chrysler,Town,154000,6900,Clean,1,2012
White,Excellent,6,4Wd,Diesel,Audi,Q7,154000,11500,Rebuilt,1,2013
Silver,Excellent,4,Fwd,Gas,Toyota,Camry,84000,8000,Salvage,1,2017
Blue,Good,8,4Wd,Gas,Chevrolet,Silverado,158000,4999,Clean,1,2001
Grey,Excellent,6,4Wd,Gas,Jeep,Wrangler,92500,37900,Clean,1,2016
Black,Good,6,Rwd,Gas,Chevrolet,Silverado,209000,3200,Clean,1,1989
Grey,Excellent,4,Fwd,Gas,Honda,Accord,196000,7999,Clean,1,2010
White,Good,6,4Wd,Diesel,Dodge,Ram,231108,22500,Clean,0,2010
Silver,Fair,6,4Wd,Hybrid,Toyota,Highlander,228500,3000,Clean,1,2006
Blue,Good,6,4Wd,Gas,Audi,Q5,175000,7500,Clean,1,2010
Red,Good,4,Fwd,Gas,Hyundai,Veloster,117000,9500,Clean,1,2012
Red,Good,8,4Wd,Gas,Ford,F250,102500,5000,Salvage,1,1995
Black,Fair,4,Fwd,Gas,Dodge,Charger,169000,2500,Clean,1,2006
White,Excellent,6,4Wd,Diesel,Ford,F250,209000,12500,Clean,1,2008
Black,Fair,4,Fwd,Gas,Honda,Civic,200000,2250,Lien,1,2002
Grey,Good,6,4Wd,Gas,Chevrolet,Trailblazer,184000,4000,Clean,1,2007
Black,Good,6,Rwd,Gas,Bmw,328I,109400,8200,Clean,1,2011
Black,Excellent,4,Fwd,Gas,Honda,Accord,48419,12999,Rebuilt,1,2017
Black,Good,6,4Wd,Gas,Audi,A4,176000,2500,Clean,0,1998
White,New,8,4Wd,Diesel,Nissan,Titan,90000,30000,Rebuilt,0,2018
Black,Like New,4,4Wd,Gas,Subaru,Crosstrek,22338,28000,Clean,1,2021
Blue,Good,8,Rwd,Gas,Ford,E350,230000,5900,Clean,1,1995
White,Good,8,4Wd,Diesel,Ford,F450,130000,23000,Clean,1,2000
Green,Excellent,6,Fwd,Gas,Hyundai,Santa,156393,4700,Salvage,1,2009
Blue,Excellent,8,4Wd,Gas,Ford,F150,81500,29900,Clean,1,2015
Black,Good,4,Rwd,Gas,Ford,Thunderbird,112000,5500,Clean,1,1988
Blue,Good,6,Fwd,Gas,Toyota,Rav4,140000,7500,Clean,1,2008
Grey,Excellent,8,Rwd,Gas,Ford,Mustang,108000,11900,Clean,0,2002
Brown,Fair,4,Fwd,Gas,Honda,Civic,190000,3000,Rebuilt,1,2001
White,Like New,4,4Wd,Gas,Audi,Q5,60000,18900,Clean,1,2015
Silver,Excellent,4,Fwd,Gas,Nissan,Rogue,29027,24999,Clean,1,2019
Red,Good,4,Fwd,Gas,Ford,Focus,80000,6430,Clean,1,2013
Black,Like New,8,Rwd,Gas,Chevrolet,Corvette,8000,51000,Lien,0,2008
White,Good,4,Fwd,Gas,Ford,Focus,167200,3500,Clean,1,2010
White,Excellent,8,Rwd,Gas,Toyota,Sequoia,81000,46500,Clean,1,2018
Orange,Like New,4,Fwd,Gas,Mitsubishi,Eclipse,50600,10900,Clean,1,2008
Blue,Good,6,4Wd,Diesel,Dodge,Ram,288000,12000,Clean,1,2001
White,New,6,Fwd,Gas,Ram,Promaster,318,56468,Clean,1,2022
White,Like New,8,4Wd,Gas,Chevrolet,Suburban,156000,9800,Clean,1,1997
Silver,Good,4,Fwd,Gas,Kia,Rio,60712,5800,Rebuilt,1,2014
Black,Excellent,4,Fwd,Gas,Hyundai,Elantra,121200,7000,Clean,1,2012
Red,Good,8,4Wd,Gas,Dodge,Ram,14600,20000,Clean,1,2000
Green,Fair,6,4Wd,Gas,Jeep,Cherokee,262000,5000,Clean,0,1996
White,Excellent,6,4Wd,Gas,Toyota,Land,234186,33500,Clean,1,1999
White,Excellent,6,Rwd,Gas,Ford,E150,107449,7900,Clean,1,1996
Blue,Excellent,4,Fwd,Gas,Honda,Fit,159000,6500,Clean,1,2008
White,Good,8,4Wd,Gas,Ford,F150,200000,3500,Clean,1,2006
White,Good,6,4Wd,Gas,Toyota,Tacoma,261000,10500,Clean,1,2007
Black,Good,6,4Wd,Diesel,Jeep,Liberty,170000,5000,Clean,1,2005
Red,Good,4,Fwd,Gas,Honda,Element,194007,6500,Clean,1,2005
Blue,Good,4,4Wd,Gas,Subaru,Forester,198000,3500,Clean,1,2008
Red,Good,6,Fwd,Gas,Chevrolet,Malibu,80500,3250,Clean,1,2002
Grey,Good,4,Rwd,Gas,Mercedes,C250,107,9400,Clean,1,2012
White,Good,4,Rwd,Gas,Ford,Ranger,245500,3500,Clean,1,2004
Black,Fair,4,Fwd,Gas,Toyota,Corolla,144422,8000,Clean,0,2012
Black,Good,8,4Wd,Diesel,Chevrolet,Suburban,100000,4000,Rebuilt,1,1983
Red,Fair,4,4Wd,Gas,Toyota,4Runner,255000,4900,Clean,0,1987
Black,Excellent,6,Fwd,Gas,Nissan,Maxima,200000,1950,Clean,1,2006
White,Good,4,4Wd,Gas,Honda,Crv,139000,10000,Clean,1,2011
White,Like New,6,4Wd,Gas,Ford,F150,27800,50000,Clean,1,2020
Silver,Excellent,4,Fwd,Gas,Chrysler,Pt,128767,3950,Clean,1,2005
White,Fair,6,4Wd,Gas,Ford,Ranger,200012,5499,Clean,1,2008
White,Excellent,4,4Wd,Gas,Subaru,Wrx,60470,25000,Clean,0,2015
Grey,Like New,6,Fwd,Gas,Dodge,Grand,45600,19000,Clean,1,2017
Grey,Excellent,4,Fwd,Gas,Chrysler,Pt,91900,2950,Clean,1,2004
Blue,Excellent,8,4Wd,Diesel,Ford,F250,173200,19100,Clean,1,2002
Blue,Good,4,Fwd,Gas,Kia,Soul,134662,3250,Clean,1,2015
White,Good,8,4Wd,Gas,Ford,F250,41000,10000,Clean,1,2006
Black,Excellent,8,4Wd,Gas,Gmc,Sierra,97000,41000,Clean,1,2018
Red,Like New,4,Fwd,Gas,Mini Cooper,S,30000,23000,Clean,1,2016
Silver,Good,4,Fwd,Gas,Hyundai,Elantra,100155,6995,Clean,1,2010
Green,Fair,4,Rwd,Gas,Ford,Ranger,31672,1500,Clean,1,1993
Black,Good,8,4Wd,Gas,Chevrolet,Suburban,145313,20000,Clean,1,2014
Grey,Like New,6,4Wd,Gas,Infiniti,Qx60,39584,27000,Clean,1,2018
Grey,Like New,8,4Wd,Diesel,Ford,F350,60000,51500,Clean,1,2016
White,Good,4,4Wd,Gas,Toyota,Tacoma,233000,10000,Clean,0,2000
Grey,Like New,8,Rwd,Gas,Ford,F250,89920,48000,Clean,1,2019
Silver,Excellent,4,4Wd,Gas,Subaru,Outback,163367,9000,Clean,1,2010
Green,Fair,4,Fwd,Gas,Honda,Accord,220000,1000,Clean,0,1998
Red,Excellent,6,4Wd,Diesel,Dodge,Ram,84000,29950,Clean,1,1999
Black,Excellent,4,4Wd,Gas,Toyota,Tacoma,202700,11500,Clean,0,1998
Black,Good,4,4Wd,Gas,Bmw,X3,145000,9500,Clean,1,2014
White,Good,8,4Wd,Gas,Gmc,Yukon,128000,17000,Clean,1,2013
White,Good,8,4Wd,Gas,Chevrolet,Silverado,228000,7950,Clean,1,2010
Grey,Good,4,4Wd,Gas,Subaru,Crosstrek,35000,18900,Rebuilt,1,2019
Red,Excellent,4,Fwd,Hybrid,Toyota,Prius,125371,6000,Clean,1,2011
Grey,Good,4,Fwd,Gas,Toyota,Camry,108100,4000,Clean,1,2001
Black,Excellent,8,Rwd,Gas,Ford,Mustang,71000,15000,Clean,1,2006
Green,Good,4,Fwd,Gas,Saturn,Vue,178747,3000,Clean,1,2006
Red,Excellent,4,4Wd,Gas,Nissan,Frontier,20000,21000,Salvage,1,2018
Grey,Good,6,Fwd,Gas,Toyota,Sienna,186000,6300,Clean,1,2006
Grey,Fair,6,Fwd,Gas,Ford,Taurus,212185,3500,Clean,1,2005
Grey,Excellent,4,Fwd,Gas,Nissan,Altima,23000,16450,Rebuilt,1,2019
Custom,Excellent,4,Fwd,Gas,Volkswagen,Gti,207490,5000,Clean,0,2003
White,Good,4,Rwd,Gas,Ford,Ranger,181000,2000,Clean,1,1997
Grey,Excellent,4,Rwd,Gas,Bmw,328I,93000,14800,Clean,1,2012
White,Excellent,6,Fwd,Gas,Hyundai,Tucson,175112,4200,Clean,1,2005
Green,Good,4,Fwd,Gas,Volkswagen,Beetle,143000,2200,Clean,0,2000
Grey,Fair,4,Fwd,Gas,Dodge,Avenger,202700,3000,Clean,1,2013
Grey,Excellent,4,Fwd,Gas,Nissan,Altima,156375,4900,Salvage,1,2012
Silver,Good,6,4Wd,Gas,Ford,Explorer,150000,1000,Clean,1,1996
Blue,Excellent,4,4Wd,Gas,Volkswagen,Golf,18572,35000,Clean,1,2015
Silver,Excellent,8,Rwd,Gas,Toyota,Tundra,148000,10500,Clean,1,2002
Silver,Like New,6,Rwd,Gas,Ford,F150,53782,24500,Clean,1,2017
Blue,Good,4,Fwd,Gas,Dodge,Avenger,178000,4195,Clean,1,2008
White,Good,6,4Wd,Diesel,Dodge,Ram,280000,9000,Clean,1,2004
Black,Good,6,Rwd,Gas,Dodge,Challenger,201753,3500,Clean,1,2008
Green,Salvage,8,Fwd,Gas,Lincoln,Navigator,194123,1000,Clean,1,1998
Grey,Good,6,Fwd,Gas,Acura,Tl,200000,1200,Clean,0,2002
Brown,Excellent,4,Fwd,Gas,Toyota,Corolla,101531,6000,Clean,1,2005
Silver,Good,4,Fwd,Hybrid,Honda,Civic,139000,2800,Clean,1,2003
Red,Excellent,6,Rwd,Gas,Infiniti,G35,165000,7300,Clean,1,2005
Red,Good,6,Rwd,Gas,Ford,Mustang,202763,4800,Clean,1,2000
White,Excellent,4,Fwd,Gas,Fiat,500,39215,8495,Clean,1,2012
Red,Good,8,Rwd,Gas,Chevrolet,Silverado,145000,4900,Clean,1,1989
Black,Excellent,6,Rwd,Gas,Toyota,Tacoma,205000,12000,Clean,0,2005
Grey,Good,6,Fwd,Gas,Toyota,Sienna,255000,3500,Clean,1,2005
Black,Fair,6,4Wd,Gas,Bmw,X5,230843,1850,Clean,1,2007
White,Good,6,Rwd,Gas,Toyota,Tacoma,139000,10000,Rebuilt,1,2002
Black,Good,4,4Wd,Gas,Mazda,3,170000,3800,Rebuilt,1,2012
Black,Excellent,6,Fwd,Gas,Lexus,Es,119000,14000,Clean,1,2012
Silver,Like New,4,4Wd,Hybrid,Toyota,Highlander,13200,50499,Clean,1,2021
White,Excellent,8,4Wd,Diesel,Chevrolet,Silverado,206000,15800,Clean,1,2005
Silver,Good,4,Fwd,Gas,Chevrolet,Malibu,104000,4500,Salvage,1,2008
Brown,Fair,8,4Wd,Gas,Chevrolet,Suburban,236965,6500,Clean,1,2007
Blue,Like New,6,Rwd,Gas,Nissan,Xterra,79368,16000,Clean,1,2012
White,Good,6,Rwd,Gas,Ford,Ranger,162000,5000,Clean,1,2006
Red,Good,8,Rwd,Gas,Ford,E350,118770,5500,Clean,1,1997
